Aménagement cycle;Aménagement cycle simplifié;Avancement;Sens de circulation vélo;Hors voirie;Nom de la commune;Création de voie pour cycle;Longueur en mètres;Date de mise à jour de la donnée;geo_shape;geo_point_2d
Itinéraire conseillé;;Réalisé;Deux;NON;Dijon;;198.53472840672;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.058167779702187, 47.31618952650006], [5.060742290548345, 47.3158373347445]], ""type"": ""LineString""}";47.31601343062228, 5.059455035125266
Double sens cyclable;Double sens cyclable;Réalisé;Inverse;NON;Dijon;;103.889480628873;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.0469538822946, 47.32066815669582], [5.047155110616719, 47.32098197587982], [5.047595494675006, 47.32149284038391]], ""type"": ""LineString""}";47.32109062817542, 5.047261106332035
Itinéraire conseillé;;Réalisé;Deux;NON;Dijon;;57.699221104708194;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.055102697113362, 47.31681801715734], [5.055844251179963, 47.31669523615315]], ""type"": ""LineString""}";47.31675662665525, 5.0554734741466625
Double sens cyclable;Double sens cyclable;Réalisé;Inverse;NON;Dijon;NON;46.85329858211289;2021-08-30T04:00:00+02:00;"{""coordinates"": [[5.044061164550488, 47.32232202856625], [5.044145255827469, 47.32231626203436], [5.04464131846952, 47.32217947664833]], ""type"": ""LineString""}";47.32225790126101, 5.0443524595146485
Itinéraire conseillé;;Réalisé;Deux;NON;Dijon;;52.9253396607901;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.055844251179963, 47.31669523615315], [5.05652424951355, 47.31658205656608]], ""type"": ""LineString""}";47.31663864635961, 5.056184250346757
Voie partagée cycles/piétons;Voie partagée cycles/piétons;Réalisé;Deux;NON;Quetigny;;151.44333255973999;2021-01-05T02:00:00+01:00;"{""coordinates"": [[5.12268427327039, 47.312477301362186], [5.120967698147071, 47.31177525839194]], ""type"": ""LineString""}";47.31212627987706, 5.12182598570873
Voie partagée cycles/piétons;Voie partagée cycles/piétons;Réalisé;Deux;OUI;Quetigny;;129.557974868551;2021-01-22T02:00:00+01:00;"{""coordinates"": [[5.124450961383024, 47.3133304238936], [5.12593242729915, 47.31391615913615]], ""type"": ""LineString""}";47.31362329151487, 5.125191694341087
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Dijon;;50.696114143886795;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.065348911990085, 47.31875191229405], [5.065361200055308, 47.31829596246371]], ""type"": ""LineString""}";47.31852393737888, 5.065355056022696
Bande cyclable;Bande cyclable;Réalisé;Un;NON;Dijon;;107.765886855906;2021-02-18T02:00:00+01:00;"{""coordinates"": [[5.041889569485129, 47.32809106243382], [5.041610896393905, 47.32763658493341], [5.041341218848961, 47.32719624122033]], ""type"": ""LineString""}";47.32764368905932, 5.041615333409355
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Deux;OUI;Dijon;;50.3916124563023;2022-09-01T04:00:00+02:00;"{""coordinates"": [[5.0384329350520805, 47.32519453990222], [5.038536081101218, 47.32522602455651], [5.039050292321802, 47.32536546681402]], ""type"": ""LineString""}";47.325281358612926, 5.0387412231932664
Bande cyclable;Bande cyclable;Réalisé;Un;NON;Dijon;;68.0946900843964;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.018401376039954, 47.31390506711266], [5.019291870360301, 47.313996907307775]], ""type"": ""LineString""}";47.31395098721022, 5.018846623200128
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;47.6758349511574;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.06496859833297, 47.33017825170355], [5.065052801512243, 47.32975323306911]], ""type"": ""LineString""}";47.329965742386335, 5.065010699922605
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;72.0957011512476;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.060472756270134, 47.33534628510678], [5.061177850932442, 47.33490945395201]], ""type"": ""LineString""}";47.335127869529394, 5.060825303601288
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Un;NON;Saint-Apollinaire;;123.330984430675;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.076949853237431, 47.33206768242937], [5.076792698386774, 47.33229473731977], [5.076713998359165, 47.332470428416514], [5.076425227653469, 47.33311604101964]], ""type"": ""LineString""}";47.33258228299558, 5.0766705327495805
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Un;NON;Saint-Apollinaire;;104.544940105968;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.077362420004876, 47.33141603942916], [5.077708430871701, 47.330660776850856], [5.077780317519707, 47.33051963935261]], ""type"": ""LineString""}";47.33096663818478, 5.077568884255073
Couloir Bus/Vélo;Couloir Bus;Réalisé;Deux;NON;Dijon;;90.2298109017192;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.067555207355514, 47.3336597806198], [5.068212329831855, 47.33298214445496]], ""type"": ""LineString""}";47.33332096253738, 5.067883768593685
Bande cyclable;Bande cyclable;Réalisé;Un;NON;Dijon;;93.0266939107589;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.024804310568099, 47.31619595259865], [5.024495827638428, 47.31605862828626], [5.024268844661406, 47.31590400582639], [5.024106401808529, 47.315766165188165], [5.0239495444268965, 47.31560780272586]], ""type"": ""LineString""}";47.315936033070656, 5.024353656156775
Bande cyclable;Bande cyclable;Réalisé;Un;NON;Dijon;;74.70599348974619;2021-02-22T02:00:00+01:00;"{""coordinates"": [[5.020742378997392, 47.31425391746132], [5.021656020167182, 47.31450988349779]], ""type"": ""LineString""}";47.31438190047956, 5.021199199582287
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Saint-Apollinaire;;48.1942607638088;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.074859194752741, 47.335171889924425], [5.074221929226914, 47.33515570005762]], ""type"": ""LineString""}";47.33516379499102, 5.074540561989828
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;107.48628010943101;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.04274224816258, 47.31661713485006], [5.042644859855594, 47.316523502955754], [5.0425457123461825, 47.31641148794554], [5.042490035860512, 47.31630844085005], [5.0424619535621105, 47.316178588676735], [5.0424768349923905, 47.316047731611306], [5.042521998631819, 47.31594316699501], [5.042609528776272, 47.31582579766622], [5.042710318198362, 47.31574158779578]], ""type"": ""LineString""}";47.31618010685623, 5.0425622317251415
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;71.7448660994357;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.043767201687573, 47.31565591668741], [5.043909248661053, 47.315719370064635], [5.044039747597955, 47.3158222412909], [5.044118933971406, 47.3159148003604], [5.044168844919091, 47.316031072272935], [5.044217704956295, 47.31619342543218]], ""type"": ""LineString""}";47.315882254116524, 5.044042229395588
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Un;NON;Dijon;;206.43197034338002;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.0582986097864735, 47.313203704163264], [5.06098480433375, 47.3128709520738]], ""type"": ""LineString""}";47.313037328118526, 5.059641707060112
Double sens cyclable;Double sens cyclable;Réalisé;Inverse;NON;Dijon;;25.522984353911298;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.046027994617834, 47.32116465456842], [5.046116693996666, 47.3213861769425]], ""type"": ""LineString""}";47.32127541575546, 5.04607234430725
Couloir Bus/Vélo;Couloir Bus;Réalisé;Deux;NON;Dijon;;99.10762203776119;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.0598652891855025, 47.310412583796534], [5.059772707720375, 47.31033249272449], [5.059055400185287, 47.30971160952788]], ""type"": ""LineString""}";47.31006210808026, 5.0594603348049905
Couloir Bus/Vélo;Couloir Bus;Réalisé;Deux;NON;Dijon;;17.242126754260898;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.064361073027627, 47.31544398772051], [5.064275154964529, 47.31530031657053]], ""type"": ""LineString""}";47.315372152145514, 5.0643181139960785
Voie partagée cycles/piétons;Voie partagée cycles/piétons;Réalisé;Deux;NON;Quetigny;;133.01687334528702;2021-02-01T02:00:00+01:00;"{""coordinates"": [[5.106221011275997, 47.32123882371446], [5.1052869350410095, 47.32205215405425], [5.10514071455022, 47.3221832959218]], ""type"": ""LineString""}";47.321710127431324, 5.105680038944138
Double sens cyclable;Double sens cyclable;Réalisé;Inverse;NON;Dijon;;159.89454876781798;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.041254051444572, 47.31829950496609], [5.04112442698781, 47.31817371704794], [5.040989856550521, 47.317950163203705], [5.040758784901044, 47.3175360568402], [5.04049814629504, 47.31696260020529]], ""type"": ""LineString""}";47.31765337202239, 5.040841790976306
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Dijon;;256.11280679296397;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.04701769014062, 47.345736945964646], [5.048927274286662, 47.34383355587753]], ""type"": ""LineString""}";47.34478525092109, 5.047972482213641
Double sens cyclable;Double sens cyclable;Réalisé;Inverse;NON;Dijon;;40.8667461338678;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.04760967978451, 47.31994622796666], [5.048041886686225, 47.31972541816463]], ""type"": ""LineString""}";47.319835823065645, 5.047825783235368
Couloir Bus/Vélo;Couloir Bus;Réalisé;Un;NON;Dijon;;9.6270845067445;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.040497499060809, 47.315364021346404], [5.040624826851176, 47.31536287125278]], ""type"": ""LineString""}";47.31536344629959, 5.040561162955992
Voie partagée cycles/piétons;Voie partagée cycles/piétons;Réalisé;Deux;NON;Quetigny;;141.700276700166;2021-01-05T02:00:00+01:00;"{""coordinates"": [[5.120967698147071, 47.31177525839194], [5.119450603119315, 47.3111543167671], [5.11936186395265, 47.31111805863668]], ""type"": ""LineString""}";47.31144663322536, 5.120164791391635
Double sens cyclable;Double sens cyclable;Réalisé;Inverse;NON;Dijon;;65.2545607169897;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.043538270733302, 47.32189662179689], [5.044173111509133, 47.32187007953768], [5.044379113928014, 47.32180492148282]], ""type"": ""LineString""}";47.32187171595792, 5.043962375229055
Double sens cyclable;Double sens cyclable;Réalisé;Inverse;NON;Dijon;NON;125.671926125167;2021-05-03T04:00:00+02:00;"{""coordinates"": [[5.050387979782916, 47.3203930809], [5.0506552438294285, 47.32018246261293], [5.050904909675075, 47.32003258918714], [5.051814112471454, 47.319935713067]], ""type"": ""LineString""}";47.32007422738269, 5.051065914496104
Double sens cyclable;Double sens cyclable;Réalisé;Inverse;NON;Dijon;;135.425374782202;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.048443753975315, 47.320390193990576], [5.049982702179335, 47.32101379453778]], ""type"": ""LineString""}";47.32070199426418, 5.049213228077325
Double sens cyclable;Double sens cyclable;Réalisé;Inverse;NON;Dijon;;85.3486145962433;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.043311456218704, 47.32346170973012], [5.0437243374279115, 47.323936245152446], [5.043850230478373, 47.324134965983006]], ""type"": ""LineString""}";47.32379060477636, 5.043591221726589
Double sens cyclable;Double sens cyclable;Réalisé;Inverse;NON;Dijon;;47.7541031261189;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.043009405827595, 47.32308442829365], [5.043311456218704, 47.32346170973012]], ""type"": ""LineString""}";47.32327306901188, 5.04316043102315
Voie partagée cycles/piétons;Voie partagée cycles/piétons;Réalisé;Deux;NON;Marsannay-la-Côte;;42.085055979527894;2021-02-05T02:00:00+01:00;"{""coordinates"": [[5.006253773715162, 47.281663648802486], [5.00600296507669, 47.2813257346788]], ""type"": ""LineString""}";47.28149469174065, 5.006128369395926
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Dijon;;134.62819375342903;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.065040274831607, 47.32885993164579], [5.066234561314573, 47.32886661504094], [5.066821403279989, 47.32887075780874]], ""type"": ""LineString""}";47.32886505684364, 5.065930840877462
Piste cyclable unidirectionnelle + bande cyclable;Piste cyclable;Réalisé;Deux;NON;Dijon;;140.00989852639;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.0515409255059724, 47.31869455708177], [5.053390973693819, 47.318636036913475]], ""type"": ""LineString""}";47.31866529699762, 5.052465949599895
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;99.37238582368619;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.065052801512243, 47.32975323306911], [5.065061578954037, 47.32971449152317], [5.065040274831607, 47.32885993164579]], ""type"": ""LineString""}";47.32930704560328, 5.065051205023376
Couloir Bus/Vélo + Bande cyclable;Couloir Bus;Réalisé;Deux;NON;Saint-Apollinaire;;370.740031382493;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.074097984913474, 47.3255615071821], [5.073980029674572, 47.32542163219254], [5.0736145733917315, 47.32382797938799], [5.073598120914024, 47.32374970305884], [5.073583381183991, 47.32369712781055], [5.073567696936348, 47.32364160457978], [5.073524147022172, 47.3235227462949], [5.073455209322558, 47.323334643141486], [5.073455057818678, 47.32333428683125], [5.073079780020012, 47.32231070033609]], ""type"": ""LineString""}";47.32393934335075, 5.073602894471814
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Dijon;;112.463875050601;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.068592627518979, 47.326713892087284], [5.069112011416091, 47.32625692543244], [5.069503178656015, 47.325913808653866]], ""type"": ""LineString""}";47.32631368269689, 5.069047755787505
Couloir Bus/Vélo;Couloir Bus;Réalisé;Deux;NON;Dijon;;78.790688630915;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.066854646552158, 47.33418402075682], [5.0669756844031175, 47.33410746951796], [5.067388022407516, 47.33378861430234], [5.067555207355514, 47.3336597806198]], ""type"": ""LineString""}";47.33392641806443, 5.0672080839724005
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;55.0495212515987;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.063097362891744, 47.33216400873378], [5.063162007821586, 47.33197150230351], [5.063198694278977, 47.33186347211866], [5.063307433358652, 47.33169186468275]], ""type"": ""LineString""}";47.33192154190243, 5.0631889678640425
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Un;NON;Dijon;;64.1340870320924;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.0550026196296844, 47.31337100524305], [5.05584977982883, 47.31334137088034]], ""type"": ""LineString""}";47.31335618806169, 5.055426199729258
Double sens cyclable;Double sens cyclable;Réalisé;Inverse;NON;Dijon;;142.797163434923;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.049366050738013, 47.32183832632937], [5.04771324784548, 47.3224603165293]], ""type"": ""LineString""}";47.322149321429336, 5.0485396492917465
Bande cyclable;Bande cyclable;Réalisé;Un;NON;Dijon;;31.745518370472396;2021-02-12T02:00:00+01:00;"{""coordinates"": [[5.04274224816258, 47.31661713485006], [5.04237148822259, 47.316483071339505]], ""type"": ""LineString""}";47.316550103094784, 5.042556868192585
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Chevigny-Saint-Sauveur;;140.88653511230902;2021-01-05T02:00:00+01:00;"{""coordinates"": [[5.130508604661679, 47.30015349278515], [5.129723985427801, 47.30053700749801], [5.129540713646349, 47.300653950670906], [5.129376805400854, 47.30080910276922], [5.129285204697424, 47.3008761523194], [5.129164817592221, 47.301009577320684]], ""type"": ""LineString""}";47.30053500418433, 5.1298038499172
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Chevigny-Saint-Sauveur;;52.3690791209274;2021-01-05T02:00:00+01:00;"{""coordinates"": [[5.133694728847527, 47.29848882849942], [5.133306325324302, 47.298620450835884], [5.133107966816163, 47.298733265711256]], ""type"": ""LineString""}";47.298598333801465, 5.133395641015093
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Chevigny-Saint-Sauveur;;67.97703755960539;2021-01-05T02:00:00+01:00;"{""coordinates"": [[5.131238365087095, 47.29979647402117], [5.130508604661679, 47.30015349278515]], ""type"": ""LineString""}";47.29997498340316, 5.130873484874387
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Chevigny-Saint-Sauveur;;29.312923347902398;2021-01-05T02:00:00+01:00;"{""coordinates"": [[5.134041692183863, 47.29837128920473], [5.133694728847527, 47.29848882849942]], ""type"": ""LineString""}";47.29843005885207, 5.133868210515695
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Fontaine-lès-Dijon;;35.8459988431066;2021-02-18T02:00:00+01:00;"{""coordinates"": [[5.030392885646697, 47.352356562943385], [5.030308177865096, 47.35203930100178]], ""type"": ""LineString""}";47.35219793197258, 5.0303505317558965
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Fontaine-lès-Dijon;;64.9048612087723;2021-02-18T02:00:00+01:00;"{""coordinates"": [[5.026932328167124, 47.34771243798794], [5.026615578328943, 47.3471697438198]], ""type"": ""LineString""}";47.34744109090387, 5.026773953248034
Bande cyclable;Bande cyclable;Réalisé;Deux;NON;Fontaine-lès-Dijon;;194.124079137855;2021-02-18T02:00:00+01:00;"{""coordinates"": [[5.033687229623437, 47.35564964046415], [5.03111794501923, 47.355620059273164]], ""type"": ""LineString""}";47.35563484986866, 5.032402587321334
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Dijon;;226.409810706291;2021-02-08T02:00:00+01:00;"{""coordinates"": [[5.076551715047927, 47.315415935705985], [5.077570763060003, 47.31531793691974], [5.078477084790117, 47.315263951270914], [5.079082350048135, 47.31522694775719], [5.079528367135821, 47.315197799082945]], ""type"": ""LineString""}";47.31529599952161, 5.078039174195353
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Chevigny-Saint-Sauveur;;6.7096487314910895;2021-01-05T02:00:00+01:00;"{""coordinates"": [[5.134996529226268, 47.29449485810751], [5.134979372849874, 47.294435641834134]], ""type"": ""LineString""}";47.29446524997083, 5.134987951038071
Itinéraire conseillé;;Réalisé;Deux;NON;Saint-Apollinaire;;68.4819916359038;2021-02-08T02:00:00+01:00;"{""coordinates"": [[5.079624882573976, 47.327266047974625], [5.0788832708732805, 47.327619925109765]], ""type"": ""LineString""}";47.327442986542195, 5.079254076723628
Double sens cyclable;Double sens cyclable;Réalisé;Inverse;NON;Dijon;;100.28215603475999;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.036470608620107, 47.32354008086508], [5.035881486994952, 47.324348328011844]], ""type"": ""LineString""}";47.32394420443846, 5.03617604780753
Piste cyclable unidirectionnelle;Piste cyclable;Réalisé;Inverse;NON;Dijon;;34.1993858901689;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.043429114599941, 47.326078128233654], [5.043491480305908, 47.32615318200586], [5.04348513974347, 47.32622050395157], [5.043433735758992, 47.32637045345169]], ""type"": ""LineString""}";47.32621857944826, 5.043465727871645
Double sens cyclable;Double sens cyclable;Réalisé;Inverse;NON;Dijon;;148.41415936816801;2021-02-16T02:00:00+01:00;"{""coordinates"": [[5.045269561260683, 47.32561297264388], [5.043429114599941, 47.326078128233654]], ""type"": ""LineString""}";47.32584555043877, 5.044349337930312
Bande cyclable + double sens;Bande cyclable;Réalisé;Deux;NON;Fontaine-lès-Dijon;;56.5460189895274;2021-02-18T02:00:00+01:00;"{""coordinates"": [[5.023565103349497, 47.33879166516523], [5.023044882560399, 47.33881416095788], [5.022817948486276, 47.33881043284344]], ""type"": ""LineString""}";47.338805761638454, 5.023191589045394
Piste cyclable bidirectionnelle;Piste cyclable;Réalisé;Deux;NON;Chevigny-Saint-Sauveur;;16.645669659103497;2021-02-08T02:00:00+01:00;"{""coordinates"": [[5.130483617604152, 47.29195329023437], [5.130425630785953, 47.29180884747964]], ""type"": ""LineString""}";47.29188106885701, 5.130454624195052
