Localisation (adresse);Nombre d'arceaux;Type d'attache;Observations;Commune;Année;Type;Nombre d'arceaux supplémentaires;geo_shape;geo_point_2d
44 Bd Carnot;2;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.050048634870658, 47.32020161248571], ""type"": ""Point""}";47.32020161248571, 5.050048634870658
;3;;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.033393650868909, 47.329758615861486], ""type"": ""Point""}";47.329758615861486, 5.033393650868909
18 rue de l'égalité;3;Scellés;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.0315587429333375, 47.32808434396], ""type"": ""Point""}";47.32808434396, 5.0315587429333375
;3;;Boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.0286421020357155, 47.326942477814825], ""type"": ""Point""}";47.326942477814825, 5.0286421020357155
56 allée Ribeauville;5;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.001291436033579, 47.32325667801563], ""type"": ""Point""}";47.32325667801563, 5.001291436033579
22 Bd Alexandre 1er de Yougoslavie;3;Scellés;;Dijon;2023;Existant;;"{""coordinates"": [5.01943184965142, 47.32947912363274], ""type"": ""Point""}";47.32947912363274, 5.01943184965142
;8;;un rateau - 17 vélos;Quetigny;;Existant;;"{""coordinates"": [5.10967224913231, 47.31955129974233], ""type"": ""Point""}";47.31955129974233, 5.10967224913231
;8;;un rateau - 17 vélos;Quetigny;;Existant;;"{""coordinates"": [5.109140129207374, 47.31953533193232], ""type"": ""Point""}";47.31953533193232, 5.109140129207374
;8;;un rateau - 17 vélos;Quetigny;;Existant;;"{""coordinates"": [5.110675727929987, 47.32006432535728], ""type"": ""Point""}";47.32006432535728, 5.110675727929987
;6;;;Quetigny;;Existant;;"{""coordinates"": [5.104147397542106, 47.31935624403556], ""type"": ""Point""}";47.31935624403556, 5.104147397542106
;8;;un rateau - 17 vélos;Quetigny;;Existant;;"{""coordinates"": [5.103566290883737, 47.31907206767644], ""type"": ""Point""}";47.31907206767644, 5.103566290883737
;3;;1 pince vélo - 6 vélos;Quetigny;;Existant;;"{""coordinates"": [5.104012941675272, 47.31885677364709], ""type"": ""Point""}";47.31885677364709, 5.104012941675272
;12;;3 pinces vélos - 24 vélos;Quetigny;2020;Existant;;"{""coordinates"": [5.116624445071242, 47.311096484282665], ""type"": ""Point""}";47.311096484282665, 5.116624445071242
6 rue de Mulhouse;1;Scellés;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.0471330731274655, 47.32602612245617], ""type"": ""Point""}";47.32602612245617, 5.0471330731274655
37bis rue de Mulhouse;3;Boulonnés;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.049974622271221, 47.325434201909694], ""type"": ""Point""}";47.325434201909694, 5.049974622271221
39 rue de Mulhouse;2;Boulonnés;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.050334038848084, 47.32535420568117], ""type"": ""Point""}";47.32535420568117, 5.050334038848084
;4;;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.052186400140995, 47.3249697633884], ""type"": ""Point""}";47.3249697633884, 5.052186400140995
57 rue de Mulhouse;2;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.053054186008079, 47.324687589189054], ""type"": ""Point""}";47.324687589189054, 5.053054186008079
;8;;un rateau - 17 vélos;Quetigny;;Existant;;"{""coordinates"": [5.110584901499294, 47.319250064616035], ""type"": ""Point""}";47.319250064616035, 5.110584901499294
9 place ST Michel;5;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.045165746079171, 47.32140329350191], ""type"": ""Point""}";47.32140329350191, 5.045165746079171
19 rue de Fontaine );2;Scellés;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.028171666329102, 47.328751666630254], ""type"": ""Point""}";47.328751666630254, 5.028171666329102
;3;;;Quetigny;2019;Existant;;"{""coordinates"": [5.111090908765457, 47.31291606697325], ""type"": ""Point""}";47.31291606697325, 5.111090908765457
;3;;;Quetigny;2019;Existant;;"{""coordinates"": [5.11080083173751, 47.313130474993706], ""type"": ""Point""}";47.313130474993706, 5.11080083173751
;2;;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.045618741064237, 47.31961794895292], ""type"": ""Point""}";47.31961794895292, 5.045618741064237
;1;;Boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.043211905309625, 47.31882153175588], ""type"": ""Point""}";47.31882153175588, 5.043211905309625
rue Delaunay entrée parc promenade du Suzon;3;Scellés;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.038622821739568, 47.349307170218296], ""type"": ""Point""}";47.349307170218296, 5.038622821739568
9 AV des Volontaires;3;Scellés;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.04359394531313, 47.35072472036181], ""type"": ""Point""}";47.35072472036181, 5.04359394531313
10 AV de la Concorde;3;Scellés;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.041916953826963, 47.351443978882095], ""type"": ""Point""}";47.351443978882095, 5.041916953826963
;3;;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.042773245537911, 47.35213099681029], ""type"": ""Point""}";47.35213099681029, 5.042773245537911
;2;;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.0435242636164235, 47.35192020398593], ""type"": ""Point""}";47.35192020398593, 5.0435242636164235
AV de Langres;4;Scellés;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.045514480407359, 47.35268257579268], ""type"": ""Point""}";47.35268257579268, 5.045514480407359
;4;;;Quetigny;2018;Existant;;"{""coordinates"": [5.115618246671243, 47.31000389971885], ""type"": ""Point""}";47.31000389971885, 5.115618246671243
AV de Langres;3;Scellés;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.045607403843977, 47.35354171222055], ""type"": ""Point""}";47.35354171222055, 5.045607403843977
2 rue de Bruges;3;Scellés;scellées;Dijon;2023;Existant;;"{""coordinates"": [5.0443845414357735, 47.34727383568405], ""type"": ""Point""}";47.34727383568405, 5.0443845414357735
3 Place du Savoir;17;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.068163738554981, 47.3312809154735], ""type"": ""Point""}";47.3312809154735, 5.068163738554981
6 Place Galilée;7;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.06712185862716, 47.331960090663635], ""type"": ""Point""}";47.331960090663635, 5.06712185862716
36 Place Galilée;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.068502597220443, 47.33222129206084], ""type"": ""Point""}";47.33222129206084, 5.068502597220443
2 rue Armand Thibaut;2;Boulonnés;;Chenôve;2023;Existant;;"{""coordinates"": [5.005262825728205, 47.294177336484786], ""type"": ""Point""}";47.294177336484786, 5.005262825728205
rue des Tanneries devant la poste;3;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.030470687978525, 47.31511234659554], ""type"": ""Point""}";47.31511234659554, 5.030470687978525
2 rue des Corroyeurs;8;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.031637448675947, 47.31539420486784], ""type"": ""Point""}";47.31539420486784, 5.031637448675947
1B BD du Castel;3;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.033302199605093, 47.31390878309122], ""type"": ""Point""}";47.31390878309122, 5.033302199605093
21 rue Berlier;8;Boulonnés;(scellé 4) et (boulonnés 4);Dijon;2023;Existant;;"{""coordinates"": [5.045305735122517, 47.318211370059245], ""type"": ""Point""}";47.318211370059245, 5.045305735122517
15 rue Charlie Chaplin;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.035015412766659, 47.31464240085692], ""type"": ""Point""}";47.31464240085692, 5.035015412766659
2 rue Charlie Chaplin;2;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.034949307478883, 47.314967374100014], ""type"": ""Point""}";47.314967374100014, 5.034949307478883
1 rue Charlie Chaplin;3;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.034949307169771, 47.31520740924178], ""type"": ""Point""}";47.31520740924178, 5.034949307169771
6 rue Charlie Chaplin;4;Boulonnés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.034637940191355, 47.31516352398582], ""type"": ""Point""}";47.31516352398582, 5.034637940191355
17 AV Champollion;5;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.068203687069526, 47.33334125268575], ""type"": ""Point""}";47.33334125268575, 5.068203687069526
Parc des Grésilles;5;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.07150166681559, 47.334411666660884], ""type"": ""Point""}";47.334411666660884, 5.07150166681559
Parc des Grésilles;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.07261500035974, 47.33395833326404], ""type"": ""Point""}";47.33395833326404, 5.07261500035974
Allée Charles Trenet;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.0726549997213155, 47.331643333192964], ""type"": ""Point""}";47.331643333192964, 5.0726549997213155
rue Camille Claudel;10;;7scellés et 3 boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.069368532303281, 47.329453014699055], ""type"": ""Point""}";47.329453014699055, 5.069368532303281
Place Barabant devant collège;4;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.038253788388275, 47.3151273977311], ""type"": ""Point""}";47.3151273977311, 5.038253788388275
8 rue des Ribottées;2;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.059307452631658, 47.329863091270994], ""type"": ""Point""}";47.329863091270994, 5.059307452631658
9 place Granville;4;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.051932015780764, 47.3506280987617], ""type"": ""Point""}";47.3506280987617, 5.051932015780764
10 rue Georges Bernanos;2;Scellés;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.048908318546112, 47.353656551589104], ""type"": ""Point""}";47.353656551589104, 5.048908318546112
59 rue du Transvaal;3;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.0362850473983265, 47.31526923645877], ""type"": ""Point""}";47.31526923645877, 5.0362850473983265
Place Barabant devant collège;4;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.038205508900103, 47.31520740882606], ""type"": ""Point""}";47.31520740882606, 5.038205508900103
;7;;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.048935180758592, 47.3242191280904], ""type"": ""Point""}";47.3242191280904, 5.048935180758592
;3;;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.048774169578253, 47.32834016286001], ""type"": ""Point""}";47.32834016286001, 5.048774169578253
2bis rue de Colmar;3;Scellés;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.051267615400638, 47.32641827776948], ""type"": ""Point""}";47.32641827776948, 5.051267615400638
rue Malraux parc Clémenceau;3;Scellés;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.050210824806834, 47.32674916336506], ""type"": ""Point""}";47.32674916336506, 5.050210824806834
2 Bd de Sévigné;4;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.032297511430373, 47.32301348638113], ""type"": ""Point""}";47.32301348638113, 5.032297511430373
15 place Darcy;4;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.033373971125313, 47.32327954533708], ""type"": ""Point""}";47.32327954533708, 5.033373971125313
;2;;Boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.045233653728015, 47.32770507349996], ""type"": ""Point""}";47.32770507349996, 5.045233653728015
14 rue Parmentier;1;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.047102257679434, 47.32773030683111], ""type"": ""Point""}";47.32773030683111, 5.047102257679434
place du rosoir entrée square Darcy;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.0315822563041674, 47.32518131212738], ""type"": ""Point""}";47.32518131212738, 5.0315822563041674
1 rue de la Poste;8;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.036349608004568, 47.32330100117253], ""type"": ""Point""}";47.32330100117253, 5.036349608004568
6bis PL Grangier terre plein central;4;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.03747641054859, 47.32331409097754], ""type"": ""Point""}";47.32331409097754, 5.03747641054859
2 place Grangier;6;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.038195241758476, 47.32336681671122], ""type"": ""Point""}";47.32336681671122, 5.038195241758476
2 place François Rude;2;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.039090305761627, 47.322074494626804], ""type"": ""Point""}";47.322074494626804, 5.039090305761627
10 rue Porte aux Lions;4;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.040235369853991, 47.321791477314704], ""type"": ""Point""}";47.321791477314704, 5.040235369853991
cour de flore;10;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.040494868717397, 47.32195429908065], ""type"": ""Point""}";47.32195429908065, 5.040494868717397
cour de flore;10;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.040502320076563, 47.32180183603253], ""type"": ""Point""}";47.32180183603253, 5.040502320076563
8 place du Théâtre;7;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.043051779848312, 47.321193331622894], ""type"": ""Point""}";47.321193331622894, 5.043051779848312
12 place du Théâtre;6;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.04301422789902, 47.32085877509869], ""type"": ""Point""}";47.32085877509869, 5.04301422789902
25 rue des Godrans;3;Boulonnés;;Dijon;2023;Existant;;"{""coordinates"": [5.038723189601763, 47.32422831548297], ""type"": ""Point""}";47.32422831548297, 5.038723189601763
8 place Bossuet;10;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.036810426778194, 47.320918115430054], ""type"": ""Point""}";47.320918115430054, 5.036810426778194
18 PL Bossuet;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.0366924090127965, 47.32059355672522], ""type"": ""Point""}";47.32059355672522, 5.0366924090127965
17 rue Berbisey;7;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.037521755422828, 47.3190345021221], ""type"": ""Point""}";47.3190345021221, 5.037521755422828
39 rue Monge;4;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.034369698255468, 47.318816653706335], ""type"": ""Point""}";47.318816653706335, 5.034369698255468
2 place de la République;2;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.043427602474103, 47.326725165904485], ""type"": ""Point""}";47.326725165904485, 5.043427602474103
;3;;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.040674086750348, 47.31706525494957], ""type"": ""Point""}";47.31706525494957, 5.040674086750348
2 Bd Thiers;2;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.046170160644558, 47.32593340060267], ""type"": ""Point""}";47.32593340060267, 5.046170160644558
118 rue de la Préfecture;4;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.043636814511316, 47.3261988392945], ""type"": ""Point""}";47.3261988392945, 5.043636814511316
42 rue Verrerie;1;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.043820796818441, 47.32389709607424], ""type"": ""Point""}";47.32389709607424, 5.043820796818441
31 rue de la préfecture;3;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.041456862030246, 47.32369737117108], ""type"": ""Point""}";47.32369737117108, 5.041456862030246
10 place des Ducs de Bourgogne;10;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.042304007066148, 47.32226346986135], ""type"": ""Point""}";47.32226346986135, 5.042304007066148
4 rue Jeannin;3;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.0433200001980945, 47.32232426211402], ""type"": ""Point""}";47.32232426211402, 5.0433200001980945
3 rue Lamonnoye;4;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.043558972105148, 47.321493444437486], ""type"": ""Point""}";47.321493444437486, 5.043558972105148
2 place de la République;2;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.0434007796843945, 47.32679061597914], ""type"": ""Point""}";47.32679061597914, 5.0434007796843945
17 Place Jean Bouhey;9;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.0508496938132845, 47.32910177446347], ""type"": ""Point""}";47.32910177446347, 5.0508496938132845
27 place Jean Bouhey;3;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.050437470986657, 47.32874624856705], ""type"": ""Point""}";47.32874624856705, 5.050437470986657
place de la République;4;Boulonnés;boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.045889869795354, 47.326550633512184], ""type"": ""Point""}";47.326550633512184, 5.045889869795354
;3;;Scellés;Dijon;2023;Existant;;"{""coordinates"": [5.044037645072701, 47.314567504461316], ""type"": ""Point""}";47.314567504461316, 5.044037645072701
;3;;Boulonnés;Dijon;2023;Existant;;"{""coordinates"": [5.046440904161603, 47.30720584582225], ""type"": ""Point""}";47.30720584582225, 5.046440904161603
8 Bd Clémenceau;5;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.047711089516569, 47.32724966972937], ""type"": ""Point""}";47.32724966972937, 5.047711089516569
6 Bd Clémenceau;4;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.047204152135908, 47.32706241258504], ""type"": ""Point""}";47.32706241258504, 5.047204152135908
4 Bd Clémenceau;2;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.046898379785689, 47.326946058201955], ""type"": ""Point""}";47.326946058201955, 5.046898379785689
17 Bd de la Trémouille;4;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.041544804541766, 47.325861903827146], ""type"": ""Point""}";47.325861903827146, 5.041544804541766
31 Bd de la Trémouille;4;Scellés;scellés;Dijon;2023;Existant;;"{""coordinates"": [5.039999028284087, 47.325486751791445], ""type"": ""Point""}";47.325486751791445, 5.039999028284087
